순번,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,분기,일반상영관 가격
263 ,원더 우먼,팻티 젠킨스,워너브러더스 코리아(주),2017-05-31,미국,"1,034 ",17468588886,"2,165,401 ",5360314986,"639,541 ",액션,12세이상관람가,2,9500
264 ,초능력자,김민석,(주)넥스트엔터테인먼트월드(NEW),2010-11-10,한국,622 ,15618440958,"2,164,805 ",4771902000,"623,616 ",SF,15세이상관람가,4,8500
265 ,내 사랑 내 곁에,박진표,씨제이엔터테인먼트,2009-09-24,한국,474 ,15764312409,"2,160,265 ",4551271500,"592,412 ",드라마,12세이상관람가,3,8500
266 ,마이 웨이,강제규,"에스케이플래닛(주),씨제이이앤엠(주)",2011-12-21,한국,645 ,15994803000,"2,142,622 ",4281032000,"548,651 ",전쟁,15세이상관람가,4,8500
267 ,겟 아웃,조던 필레,유니버설픽쳐스인터내셔널 코리아(유),2017-05-17,미국,945 ,17431570075,"2,138,146 ",5334272375,"630,367 ",공포(호러),15세이상관람가,2,9500
268 ,나의 사랑 나의 신부,임찬상,씨네그루(주)다우기술,2014-10-08,한국,629 ,16592056305,"2,135,614 ",4663682705,"571,741 ",멜로/로맨스,15세이상관람가,4,9500
269 ,사랑,곽경택,롯데쇼핑㈜롯데엔터테인먼트,2007-09-19,한국,0 ,0,"2,123,815 ",0,"547,926 ",멜로/로맨스,15세이상관람가,,
270 ,세븐 데이즈,원신연,(주)프라임엔터테인먼트,2007-11-14,한국,297 ,0,"2,120,741 ",38146000,"713,941 ",스릴러,청소년관람불가,4,7500
271 ,굿바이 싱글,김태곤,(주)쇼박스,2016-06-29,한국,841 ,16912706195,"2,108,273 ",4380827515,"527,830 ",코미디,15세이상관람가,2,9500
272 ,이클립스,데이빗 슬레이드,(주)넥스트엔터테인먼트월드(NEW),2010-07-07,미국,535 ,15192541723,"2,105,050 ",4906227000,"648,625 ",판타지,12세이상관람가,3,8500
273 ,몽타주,정근섭,(주)넥스트엔터테인먼트월드(NEW),2013-05-16,한국,540 ,15000722500,"2,095,375 ",3543306000,"469,536 ",스릴러,15세이상관람가,2,9500
274 ,색즉시공 시즌2,윤태윤,씨제이엔터테인먼트,2007-12-12,한국,0 ,0,"2,088,134 ",511288500,"507,498 ",코미디,청소년관람불가,,
275 ,논스톱,자움 콜렛 세라,(주)넥스트엔터테인먼트월드(NEW),2014-02-27,미국,582 ,16066174940,"2,084,457 ",4940277040,"611,415 ",액션,15세이상관람가,1,9500
276 ,내부자들: 디 오리지널,우민호,(주)쇼박스,2015-12-31,한국,838 ,16973885275,"2,083,999 ",4701340971,"564,863 ",범죄,청소년관람불가,4,9500
277 ,쩨쩨한 로맨스,김정훈,롯데쇼핑㈜롯데엔터테인먼트,2010-12-01,한국,463 ,15901620661,"2,080,574 ",5725361000,"716,536 ",코미디,청소년관람불가,4,8500
278 ,장화신은 고양이,크리스 밀러,씨제이이앤엠(주),2012-01-12,미국,593 ,17601188500,"2,080,154 ",5630702000,"606,226 ",애니메이션,전체관람가,1,8500
279 ,인투 더 스톰,스티븐 쿼일,워너브러더스 코리아(주),2014-08-28,미국,585 ,16155930332,"2,078,492 ",3815945232,"472,848 ",액션,12세이상관람가,3,9500
280 ,로건,제임스 맨골드,이십세기폭스코리아(주),2017-03-01,미국,954 ,17590962723,"2,070,084 ",5779445923,"655,286 ",액션,청소년관람불가,1,9500
281 ,박물관이 살아있다!,숀 레비,이십세기폭스코리아(주),2006-12-21,미국,0 ,0,"2,067,194 ",0,"557,461 ",코미디,전체관람가,,
282 ,눈에는 눈 이에는 이,"곽경택,안권태",롯데쇼핑㈜롯데엔터테인먼트,2008-07-31,한국,445 ,13414023500,"2,058,764 ",4139247500,"601,154 ",범죄,15세이상관람가,3,7500
283 ,뷰티 인사이드,백,(주)넥스트엔터테인먼트월드(NEW),2015-08-20,한국,648 ,16152717131,"2,053,947 ",5031538031,"611,979 ",판타지,12세이상관람가,3,9500
284 ,본 얼티메이텀,폴 그린그래스,유니버설픽쳐스인터내셔널 코리아(유),2007-09-12,미국,0 ,0,"2,052,800 ",0,"762,025 ",액션,12세이상관람가,,
285 ,혹성탈출: 종의 전쟁,맷 리브스,이십세기폭스코리아(주),2017-08-15,미국,"1,017 ",16851234778,"2,050,909 ",4721118278,"538,479 ",액션,12세이상관람가,3,9500
286 ,봉이 김선달,박대민,씨제이이앤엠(주),2016-07-06,한국,942 ,16172133642,"2,044,564 ",3545320462,"432,216 ",사극,12세이상관람가,3,9500
287 ,노아,대런 아로노프스키,씨제이이앤엠(주),2014-03-20,미국,952 ,15514083500,"2,026,574 ",4774266400,"596,745 ",어드벤처,15세이상관람가,1,9500
288 ,레버넌트: 죽음에서 돌아온 자,알레한드로 곤잘레스 이냐리투,이십세기폭스코리아(주),2016-01-14,미국,967 ,16107288130,"2,007,180 ",5111304509,"613,536 ",어드벤처,15세이상관람가,1,9500
289 ,페르시아의 왕자: 시간의 모래,마이크 뉴웰,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-05-27,미국,570 ,14717552534,"2,003,533 ",4744931500,"613,211 ",액션,12세이상관람가,2,8500
290 ,박물관이 살아있다 2,숀 레비,이십세기폭스코리아(주),2009-06-04,미국,569 ,12591000149,"2,002,526 ",3546079500,"533,642 ",어드벤처,전체관람가,2,8500
291 ,남자가 사랑할 때,한동욱,(주)넥스트엔터테인먼트월드(NEW),2014-01-22,한국,531 ,14510222300,"1,979,311 ",3441120300,"448,985 ",멜로/로맨스,15세이상관람가,1,9500
292 ,루시,뤽 베송,유니버설픽쳐스인터내셔널 코리아(유),2014-09-03,미국,641 ,16439450039,"1,971,837 ",5101800739,"586,398 ",액션,청소년관람불가,3,9500
293 ,뉴 문,크리스 웨이츠,(주)넥스트엔터테인먼트월드(NEW),2009-12-02,미국,532 ,13988362067,"1,949,027 ",4807037000,"636,212 ",판타지,12세이상관람가,4,8500
294 ,1987,장준환,씨제이이앤엠(주),2017-12-27,한국,"1,299 ",15254004037,"1,942,077 ",3826119887,"473,352 ",드라마,15세이상관람가,4,9500
295 ,천사와 악마,론 하워드,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-05-14,미국,558 ,12734649711,"1,936,321 ",4509133500,"653,372 ",미스터리,15세이상관람가,2,8500
296 ,애나벨 : 인형의 주인,데이비드 F. 샌드버그,워너브러더스 코리아(주),2017-08-10,미국,"1,006 ",15526858738,"1,934,192 ",3970570338,"472,569 ",공포(호러),15세이상관람가,3,9500
297 ,컨저링 2,제임스 완,워너브러더스 코리아(주),2016-06-09,미국,635 ,15737956229,"1,926,201 ",3866716509,"453,800 ",공포(호러),15세이상관람가,2,9500
298 ,터보,데이빗 소렌,씨제이이앤엠(주),2013-07-25,미국,634 ,13113579000,"1,923,748 ",2894499000,"398,526 ",애니메이션,전체관람가,3,9500
299 ,애자,정기훈,(주)시너지하우스 (시너지),2009-09-09,한국,262 ,13785879439,"1,922,634 ",3876788000,"514,001 ",드라마,15세이상관람가,3,8500
300 ,그림자 살인,박대민,씨제이엔터테인먼트,2009-04-02,한국,387 ,12805808556,"1,914,779 ",4256402500,"604,843 ",미스터리,15세이상관람가,2,8500
301 ,수어사이드 스쿼드,데이비드 에이어,워너브러더스 코리아(주),2016-08-03,미국,823 ,15873106188,"1,898,121 ",4616155428,"521,174 ",액션,15세이상관람가,3,9500
302 ,오늘의 연애,박진표,씨제이이앤엠(주),2015-01-14,한국,709 ,14924654487,"1,891,993 ",3951958987,"480,061 ",멜로/로맨스,15세이상관람가,1,9500
303 ,글러브,강우석,씨제이엔터테인먼트,2011-01-20,한국,605 ,13757574500,"1,888,100 ",3986844000,"520,939 ",드라마,전체관람가,1,8500
304 ,퍼시 잭슨과 번개 도둑,크리스 콜럼버스,이십세기폭스코리아(주),2010-02-11,미국,353 ,13372357257,"1,877,226 ",3823887000,"508,812 ",판타지,12세이상관람가,1,8500
305 ,해결사,권혁재,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",2010-09-09,한국,524 ,14063913437,"1,873,327 ",3623264000,"456,531 ",액션,15세이상관람가,3,8500
306 ,연애의 온도,노덕,롯데쇼핑㈜롯데엔터테인먼트,2013-03-21,한국,567 ,13798864446,"1,865,195 ",4915094946,"642,588 ",멜로/로맨스,청소년관람불가,1,9500
307 ,아이들...,이규만,롯데쇼핑㈜롯데엔터테인먼트,2011-02-17,한국,504 ,13562608500,"1,864,408 ",3413341000,"443,026 ",범죄,15세이상관람가,1,8500
308 ,테이큰 3,올리비에 메가턴,이십세기폭스코리아(주),2015-01-01,미국,616 ,15088105000,"1,860,934 ",4082036100,"487,343 ",액션,15세이상관람가,1,9500
309 ,코리아,문현성,씨제이이앤엠(주),2012-05-03,한국,537 ,13334762500,"1,857,392 ",3257620500,"430,385 ",드라마,12세이상관람가,2,8500
310 ,지.아이.조 2,존 추,씨제이이앤엠(주),2013-03-28,미국,766 ,14457048500,"1,855,917 ",4297507500,"525,451 ",액션,15세이상관람가,1,9500
311 ,노무현입니다,이창재,"CGV아트하우스,영화사 풀",2017-05-25,한국,775 ,14554935612,"1,854,867 ",3471668912,"427,607 ",다큐멘터리,12세이상관람가,2,9500
312 ,집으로 가는 길,방은진,씨제이이앤엠(주),2013-12-11,한국,740 ,13048519745,"1,854,625 ",3235828745,"440,958 ",드라마,15세이상관람가,4,9500
313 ,악마를 보았다,김지운,(주)쇼박스,2010-08-12,한국,494 ,14148937025,"1,848,418 ",4418565000,"551,368 ",스릴러,청소년관람불가,3,8500
314 ,바람피기 좋은 날,장문일,(주)시네마서비스,2007-02-08,한국,0 ,0,"1,847,875 ",0,"568,786 ",드라마,청소년관람불가,,
315 ,나의 PS 파트너 ,변성현,씨제이이앤엠(주),2012-12-06,한국,552 ,13845218616,"1,823,116 ",4448949593,"564,999 ",멜로/로맨스,청소년관람불가,4,8500
316 ,007 스펙터,샘 멘데스,유니버설픽쳐스인터내셔널 코리아(유),2015-11-11,영국,"1,105 ",14302132030,"1,820,842 ",4498038930,"548,085 ",액션,15세이상관람가,4,9500
317 ,차우,신정원,롯데쇼핑㈜롯데엔터테인먼트,2009-07-15,한국,397 ,12676951144,"1,799,356 ",3362197000,"450,304 ",액션,12세이상관람가,3,8500
318 ,작전명 발키리,브라이언 싱어,이십세기폭스코리아(주),2009-01-22,미국,372 ,11972135869,"1,798,205 ",3785088000,"539,828 ",스릴러,12세이상관람가,1,8500
319 ,분노의 질주: 더 맥시멈,저스틴 린,유니버설픽쳐스인터내셔널 코리아(유),2013-05-22,미국,656 ,13203523042,"1,790,457 ",3808832042,"490,893 ",액션,15세이상관람가,2,9500
320 ,아내가 결혼했다,정윤수,씨제이엔터테인먼트,2008-10-23,한국,414 ,11995855000,"1,788,748 ",4332092500,"617,538 ",멜로/로맨스,청소년관람불가,4,7500
321 ,저스티스 리그,잭 스나이더,워너브러더스 코리아(주),2017-11-15,미국,"1,308 ",14629677795,"1,786,383 ",4549730995,"524,158 ",액션,12세이상관람가,4,9500
322 ,공범,국동석,씨제이이앤엠(주),2013-10-24,한국,611 ,12333110882,"1,766,285 ",3073743882,"413,549 ",스릴러,15세이상관람가,4,9500
323 ,나를 찾아줘,데이빗 핀처,이십세기폭스코리아(주),2014-10-23,미국,658 ,14017716731,"1,764,233 ",5591958031,"681,067 ",스릴러,청소년관람불가,4,9500
324 ,대호,박훈정,(주)넥스트엔터테인먼트월드(NEW),2015-12-16,한국,892 ,13489904632,"1,762,742 ",3054751306,"383,850 ",사극,12세이상관람가,4,9500
325 ,걸리버 여행기,롭 레터맨,이십세기폭스코리아(주),2011-01-27,미국,513 ,16441355500,"1,762,070 ",4505618000,"442,035 ",코미디,전체관람가,1,8500
326 ,내셔널 트레져:비밀의 책,존 터틀타웁,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-12-19,미국,0 ,N/A,"1,756,319 ",N/A,"522,043 ",액션,12세이상관람가,,
327 ,이미테이션 게임,모튼 틸덤,메가박스중앙(주)플러스엠,2015-02-17,영국,541 ,13654746120,"1,743,774 ",4581883920,"569,958 ",드라마,15세이상관람가,1,9500
328 ,전설의 주먹,강우석,씨제이이앤엠(주),2013-04-10,한국,724 ,12732236500,"1,737,253 ",3596610500,"473,110 ",드라마,청소년관람불가,2,9500
329 ,제보자,임순례,메가박스중앙(주)플러스엠,2014-10-02,한국,676 ,13371522302,"1,735,640 ",3805990802,"474,188 ",드라마,12세이상관람가,4,9500
330 ,씽,가스 제닝스,유니버설픽쳐스인터내셔널 코리아(유),2016-12-21,미국,795 ,13257953389,"1,729,426 ",3515441489,"434,689 ",애니메이션,전체관람가,4,9500
331 ,러브픽션,전계수,(주)넥스트엔터테인먼트월드(NEW),2012-02-29,한국,617 ,13200412500,"1,726,202 ",4746233500,"593,077 ",멜로/로맨스,15세이상관람가,1,8500
332 ,킬러의 보디가드,패트릭 휴즈,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2017-08-30,미국,482 ,14020395800,"1,721,757 ",4048575300,"488,376 ",액션,15세이상관람가,3,9500
333 ,언터처블: 1%의 우정,"올리비에르 나카체,에릭 토레다노",(주)넥스트엔터테인먼트월드(NEW),2012-03-22,프랑스,454 ,12731016000,"1,719,772 ",4700697000,"606,387 ",코미디,12세이상관람가,1,8500
334 ,평양성,이준익,롯데쇼핑㈜롯데엔터테인먼트,2011-01-27,한국,451 ,12684530500,"1,717,566 ",3145453500,"405,140 ",전쟁,12세이상관람가,1,8500
335 ,샌 안드레아스,브래드 페이튼,워너브러더스 코리아(주),2015-06-03,미국,847 ,14411907152,"1,714,071 ",3828644552,"430,540 ",액션,12세이상관람가,2,9500
336 ,파파로티,윤종찬,(주)쇼박스,2013-03-14,한국,552 ,11808286000,"1,713,891 ",3136119000,"433,742 ",드라마,15세이상관람가,1,9500
337 ,쎄시봉,김현석,씨제이이앤엠(주),2015-02-05,한국,829 ,13509581911,"1,707,487 ",3396629711,"414,692 ",멜로/로맨스,15세이상관람가,1,9500
338 ,님은 먼 곳에,이준익,(주)쇼박스,2008-07-24,한국,499 ,11211235000,"1,706,576 ",3753937167,"545,819 ",드라마,15세이상관람가,3,7500
339 ,토르: 천둥의 신,케네스 브래너,씨제이이앤엠(주),2011-04-28,미국,496 ,15985407000,"1,694,529 ",5350815000,"519,905 ",액션,12세이상관람가,2,8500
340 ,불꽃처럼 나비처럼,김용균,(주)쇼박스,2009-09-24,한국,437 ,12447633504,"1,690,294 ",3677266500,"475,245 ",멜로/로맨스,15세이상관람가,3,8500
341 ,콩: 스컬 아일랜드,조던 복트-로버츠,워너브러더스 코리아(주),2017-03-08,미국,984 ,13951644383,"1,685,933 ",3315501383,"382,935 ",액션,12세이상관람가,1,9500
342 ,점퍼,더그 라이만,이십세기폭스필름코퍼레이션,2008-02-14,미국,353 ,10999769000,"1,685,405 ",3677476000,"535,228 ",SF,15세이상관람가,1,7500
343 ,피끓는 청춘,이연우,롯데쇼핑㈜롯데엔터테인먼트,2014-01-22,한국,679 ,11688382888,"1,676,040 ",2648698888,"362,379 ",코미디,15세이상관람가,1,9500
344 ,23 아이덴티티,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),2017-02-22,미국,952 ,13609456135,"1,675,798 ",4134850035,"490,806 ",스릴러,15세이상관람가,1,9500
345 ,마다가스카의 펭귄,"에릭 다넬,사이몬 J.스미스",씨제이이앤엠(주),2014-12-31,미국,615 ,12498978959,"1,661,230 ",3023319659,"382,230 ",애니메이션,전체관람가,4,9500
346 ,아이스 에이지 4: 대륙 이동설,"스티브 마티노,마이크 트메이어",이십세기폭스코리아(주),2012-07-25,미국,501 ,12291809704,"1,648,070 ",3012620000,"376,094 ",애니메이션,전체관람가,3,8500
347 ,공모자들,김홍선,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012-08-29,한국,496 ,12240964500,"1,646,142 ",3347272500,"427,942 ",범죄,청소년관람불가,3,8500
348 ,임금님의 사건수첩,문현성,씨제이이앤엠(주),2017-04-26,한국,"1,054 ",12648793723,"1,634,403 ",3034042823,"380,247 ",코미디,12세이상관람가,2,9500
349 ,고死 : 피의 중간고사,창,에스케이텔레콤(주),2008-08-07,한국,270 ,10299976000,"1,634,051 ",2309889500,"344,864 ",공포(호러),15세이상관람가,3,7500
350 ,마다가스카3 : 이번엔 서커스다!,"에릭 다넬,톰 맥그라스,콘래드 베논",씨제이이앤엠(주),2012-06-06,미국,564 ,12494860000,"1,626,704 ",3690019500,"447,184 ",애니메이션,전체관람가,2,8500
351 ,블랙 스완,대런 아로노프스키,이십세기폭스코리아(주),2011-02-24,미국,294 ,12484096000,"1,623,199 ",5412384000,"677,998 ",드라마,청소년관람불가,1,8500
352 ,분노의 질주: 언리미티드,저스틴 린,유니버설픽쳐스인터내셔널 코리아(유),2011-04-20,미국,457 ,12292868000,"1,621,973 ",4007958500,"504,937 ",스릴러,15세이상관람가,2,8500
353 ,권순분여사 납치사건,김상진,(주)시네마서비스,2007-09-12,한국,0 ,0,"1,619,190 ",0,"437,939 ",코미디,15세이상관람가,,
354 ,무방비도시,이상기,씨제이엔터테인먼트,2008-01-10,한국,336 ,10591349944,"1,613,728 ",3030958444,"440,111 ",범죄,15세이상관람가,1,7500
355 ,우아한 거짓말,이한,CGV아트하우스,2014-03-13,한국,555 ,11694011300,"1,613,392 ",2889534200,"382,305 ",드라마,12세이상관람가,1,9500
356 ,하울링,유하,씨제이이앤엠(주),2012-02-16,한국,550 ,11765293500,"1,612,554 ",2751165500,"355,720 ",범죄,15세이상관람가,1,8500
357 ,두근두근 내 인생,이재용,씨제이이앤엠(주),2014-09-03,한국,629 ,12191623034,"1,611,519 ",2557981934,"322,968 ",드라마,12세이상관람가,3,9500
358 ,복면달호,"김상찬,김현수",㈜스튜디오이쩜영,2007-02-14,한국,0 ,0,"1,611,192 ",0,"369,580 ",코미디,12세이상관람가,,
359 ,스타트렉 다크니스,J.J. 에이브럼스,씨제이이앤엠(주),2013-05-30,미국,607 ,12964828000,"1,605,271 ",4797934000,"557,358 ",액션,12세이상관람가,2,9500
360 ,로빈 후드,리들리 스콧,유니버설픽쳐스인터내셔널 코리아(유),2010-05-13,미국,555 ,11746340129,"1,596,574 ",3818192500,"492,605 ",액션,15세이상관람가,2,8500
361 ,더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),2015-10-22,한국,794 ,12309164568,"1,593,694 ",2963876068,"366,753 ",스릴러,15세이상관람가,4,9500
362 ,300: 제국의 부활,노암 머로,워너브러더스 코리아(주),2014-03-06,미국,720 ,13395159700,"1,593,116 ",4270110800,"481,429 ",액션,청소년관람불가,1,9500
363 ,지구가 멈추는 날,스콧 데릭슨,이십세기폭스코리아(주),2008-12-24,미국,469 ,10395192543,"1,576,333 ",3176244333,"453,854 ",SF,12세이상관람가,4,7500
364 ,적벽대전:거대한 전쟁의 시작,오우삼,(주)쇼박스,2008-07-10,중국,447 ,10218959760,"1,573,621 ",3441752000,"502,882 ",액션,15세이상관람가,3,7500
365 ,무적자,송해성,씨제이엔터테인먼트,2010-09-16,한국,416 ,11816488677,"1,571,432 ",2859696500,"358,104 ",드라마,15세이상관람가,3,8500
366 ,원스어폰어타임,정용기,(유)씨에이치엔터테인먼트,2008-01-31,한국,315 ,10180143111,"1,562,486 ",2842247111,"413,874 ",액션,12세이상관람가,1,7500
367 ,마파도2,이상훈,씨제이엔터테인먼트,2007-01-18,한국,0 ,0,"1,560,297 ",0,"323,905 ",코미디,12세이상관람가,,
368 ,용의자X,방은진,씨제이이앤엠(주),2012-10-18,한국,553 ,11241013000,"1,552,055 ",3368822000,"444,111 ",미스터리,15세이상관람가,4,8500
369 ,유감스러운 도시,김동원,씨제이엔터테인먼트,2009-01-22,한국,375 ,10300187478,"1,534,911 ",2231852000,"311,803 ",코미디,15세이상관람가,1,8500
370 ,작전,이호재,(주)쇼박스,2009-02-12,한국,393 ,10198304795,"1,534,407 ",3071680000,"441,745 ",범죄,15세이상관람가,1,8500
371 ,벼랑 위의 포뇨,미야자키 하야오,(주)쇼박스,2008-12-17,일본,379 ,9546895503,"1,521,842 ",3155013000,"472,286 ",애니메이션,전체관람가,4,7500
372 ,오블리비언,조셉 코신스키,유니버설픽쳐스인터내셔널 코리아(유),2013-04-11,미국,634 ,11165841500,"1,515,356 ",3772808000,"484,314 ",액션,15세이상관람가,2,9500
373 ,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),2015-12-24,미국,686 ,11088271276,"1,515,104 ",2466450593,"325,206 ",애니메이션,전체관람가,4,9500
374 ,엑소더스: 신들과 왕들,리들리 스콧,이십세기폭스코리아(주),2014-12-03,미국,865 ,12444133926,"1,511,145 ",3884573126,"451,543 ",드라마,12세이상관람가,4,9500
375 ,퍼펙트 게임,박희곤,롯데쇼핑㈜롯데엔터테인먼트,2011-12-21,한국,413 ,11220408500,"1,507,084 ",3504286500,"450,844 ",드라마,12세이상관람가,4,8500
376 ,인디펜던스 데이 : 리써전스,롤랜드 에머리히,이십세기폭스코리아(주),2016-06-22,미국,926 ,12770879840,"1,500,830 ",3608327100,"398,361 ",액션,12세이상관람가,2,9500
377 ,더 게임,윤인호,,2008-01-30,한국,339 ,9869346557,"1,496,214 ",3151455557,"453,937 ",스릴러,15세이상관람가,1,7500
378 ,토이 스토리 3,리 언크리치,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-08-05,미국,394 ,14556420970,"1,484,843 ",5326645000,"511,917 ",가족,전체관람가,3,8500
379 ,나니아 연대기:캐스피언 왕자 ,앤드류 아담슨,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-05-15,미국,551 ,9236952333,"1,478,573 ",2808375333,"427,352 ",어드벤처,전체관람가,2,7500
380 ,차이나타운,한준희,CGV아트하우스,2015-04-29,한국,551 ,11989400678,"1,472,006 ",3327822078,"395,351 ",범죄,청소년관람불가,2,9500
381 ,부라더,장유정,메가박스중앙(주)플러스엠,2017-11-02,한국,889 ,11590908298,"1,468,301 ",2357877298,"287,039 ",코미디,12세이상관람가,4,9500
382 ,해무(海霧),심성보,(주)넥스트엔터테인먼트월드(NEW),2014-08-13,한국,584 ,11631310219,"1,466,830 ",3232230219,"393,674 ",드라마,청소년관람불가,3,9500
383 ,브레이킹 던 part1,빌 콘돈,(주)넥스트엔터테인먼트월드(NEW),2011-11-30,미국,636 ,10713863000,"1,462,280 ",3478893500,"452,507 ",드라마,15세이상관람가,4,8500
384 ,새미의 어드벤쳐 2,벤 스타센,씨제이이앤엠(주),2012-08-01,벨기에,486 ,10805555000,"1,452,872 ",2214827000,"279,930 ",애니메이션,전체관람가,3,8500
385 ,위대한 개츠비,바즈 루어만,워너브러더스 코리아(주),2013-05-16,미국,562 ,10580582143,"1,445,124 ",4776767643,"625,029 ",드라마,15세이상관람가,2,9500
386 ,인간중독,김대우,(주)넥스트엔터테인먼트월드(NEW),2014-05-14,한국,682 ,11284787400,"1,441,964 ",3245824400,"399,065 ",멜로/로맨스,청소년관람불가,2,9500
387 ,궁녀,김미정,(주)시네마서비스,2007-10-18,한국,0 ,0,"1,438,531 ",0,"409,476 ",미스터리,청소년관람불가,,
388 ,잃어버린 세계를 찾아서,에릭 브리빅,롯데쇼핑㈜롯데엔터테인먼트,2008-12-17,미국,316 ,9339002945,"1,438,353 ",2232136500,"317,918 ",SF,전체관람가,4,7500
389 ,다이하드: 굿 데이 투 다이,존 무어,이십세기폭스코리아(주),2013-02-06,미국,459 ,10825703000,"1,438,056 ",2967502000,"373,401 ",액션,15세이상관람가,1,9500
390 ,탐정 홍길동: 사라진 마을,조성희,씨제이이앤엠(주),2016-05-04,한국,764 ,11483686845,"1,426,873 ",2822840805,"336,208 ",드라마,15세이상관람가,2,9500
391 ,런닝맨,조동오,이십세기폭스코리아(주),2013-04-04,한국,567 ,10011200500,"1,416,053 ",2410370500,"324,400 ",액션,15세이상관람가,2,9500
392 ,검은 집,신태라,씨제이엔터테인먼트,2007-06-21,한국,0 ,0,"1,408,882 ",0,"439,754 ",스릴러,청소년관람불가,,
393 ,구르믈 버서난 달처럼,이준익,에스케이텔레콤(주),2010-04-28,한국,509 ,10408565262,"1,407,681 ",3349797000,"432,451 ",사극,15세이상관람가,2,8500
394 ,허브,허인무,(주)쇼박스,2007-01-11,한국,0 ,0,"1,406,199 ",0,"397,177 ",드라마,12세이상관람가,,
395 ,예스맨,페이튼 리드,워너브러더스 코리아(주),2008-12-17,미국,244 ,9346501843,"1,402,609 ",4069577833,"585,717 ",코미디,15세이상관람가,4,7500
396 ,벤허,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,2016-09-14,미국,717 ,11405870395,"1,399,771 ",2957265515,"356,087 ",어드벤처,12세이상관람가,3,9500
397 ,말레피센트,로버트 스트롬버그,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-05-29,미국,554 ,10776965900,"1,397,526 ",3434954900,"423,807 ",액션,12세이상관람가,2,9500
398 ,라스트 에어벤더,M. 나이트 샤말란,씨제이엔터테인먼트,2010-08-19,미국,396 ,14078896543,"1,394,110 ",3563315000,"333,170 ",액션,전체관람가,3,8500
399 ,기억의 밤,장항준,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,한국,751 ,10646654660,"1,386,611 ",2885227160,"362,625 ",미스터리,15세이상관람가,4,9500
400 ,오션스 써틴,스티븐 소더버그,워너브러더스 코리아(주),2007-06-14,미국,0 ,0,"1,386,610 ",0,"581,467 ",범죄,12세이상관람가,,
401 ,해피 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2017-11-08,미국,714 ,11003095402,"1,382,480 ",3024232752,"365,202 ",공포(호러),15세이상관람가,4,9500
402 ,폼페이: 최후의 날,폴 W.S. 앤더슨,롯데쇼핑㈜롯데엔터테인먼트,2014-02-20,미국,561 ,10303127700,"1,373,873 ",3209370000,"409,656 ",액션,15세이상관람가,1,9500
403 ,브이아이피,박훈정,워너브러더스 코리아(주),2017-08-23,한국,996 ,10956621835,"1,373,316 ",2863320535,"345,963 ",범죄,청소년관람불가,3,9500
404 ,특별시민,박인제,(주)쇼박스,2017-04-26,한국,"1,154 ",10494768945,"1,362,634 ",2869531745,"360,598 ",드라마,15세이상관람가,2,9500
405 ,퓨리,데이비드 에이어,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-11-20,미국,590 ,10367640686,"1,362,114 ",3235026086,"408,093 ",액션,15세이상관람가,4,9500
406 ,트와일라잇,캐서린 하드윅,(주)넥스트엔터테인먼트월드(NEW),2008-12-10,미국,343 ,8796916521,"1,356,180 ",3326752000,"490,035 ",액션,12세이상관람가,4,7500
407 ,차형사,신태라,씨제이이앤엠(주),2012-05-30,한국,433 ,9752555296,"1,346,754 ",2184448796,"283,739 ",코미디,15세이상관람가,2,8500
408 ,은교,정지우,롯데쇼핑㈜롯데엔터테인먼트,2012-04-25,한국,521 ,9917728000,"1,346,274 ",3405009000,"446,283 ",멜로/로맨스,청소년관람불가,2,8500
409 ,닌자 어쌔신,제임스 맥티그,워너브러더스 코리아(주),2009-11-26,미국,324 ,10240398634,"1,345,025 ",3427351500,"430,606 ",액션,청소년관람불가,4,8500
410 ,신들의 전쟁,타셈 싱,(주)넥스트엔터테인먼트월드(NEW),2011-11-10,미국,525 ,11726682000,"1,338,411 ",4049820000,"437,778 ",드라마,청소년관람불가,4,8500
411 ,미스터 고,김용화,(주)쇼박스,2013-07-17,한국,840 ,9337990000,"1,328,890 ",2389631500,"321,292 ",코미디,12세이상관람가,3,9500
412 ,굿 다이노,피터 손,월트디즈니컴퍼니코리아(주),2016-01-07,미국,814 ,9753434238,"1,328,394 ",2322181446,"300,420 ",애니메이션,전체관람가,1,9500
